Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,HST,AST,HC,AC,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HSTF,ASTF,HCF,ACF
2025-08-24,2025,Dender,Oud-Heverlee Leuven,0,1,A,U,2.19,3.39,3.09,2.0,4.0,4.0,6.0,3,,,,,,,,,,,,,,,,,,,,0.0,50.0,0.0,100.0,,,,
2025-08-24,2025,Antwerp,Mechelen,2,1,H,O,1.96,3.64,3.46,2.0,8.0,6.0,13.0,3,,,,,,,,,,,,,,,,,,,,50.0,0.0,50.0,0.0,,,,
2025-08-23,2025,Waregem,St Truiden,0,2,A,U,2.58,3.58,2.46,2.0,4.0,2.0,11.0,3,,,,,,,,,,,,,,,,,,,,0.0,50.0,0.0,0.0,,,,
2025-08-23,2025,Standard,Cercle Brugge,0,3,A,O,2.42,3.25,2.83,3.0,9.0,4.0,3.0,3,,,,,,,,,,,,,,,,,,,,50.0,0.0,0.0,50.0,,,,
2025-08-17,2025,St Truiden,RAAL La Louviere,2,1,H,O,1.63,3.78,5.1,7.0,5.0,4.0,5.0,3,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,100.0,,,,
2025-08-17,2025,Dender,Anderlecht,0,2,A,U,3.67,3.61,1.91,4.0,5.0,2.0,7.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,0.0,,,,
2025-08-17,2025,Charleroi,Antwerp,1,1,D,U,2.27,3.39,2.95,4.0,5.0,4.0,1.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
2025-08-17,2025,Cercle Brugge,Westerlo,4,1,H,O,2.15,3.67,2.98,7.0,6.0,1.0,11.0,2,,,,,,,,,,,,,,,,,,,,0.0,100.0,0.0,100.0,,,,
2025-08-16,2025,Waregem,Club Brugge,0,1,A,U,5.54,4.53,1.49,1.0,4.0,3.0,9.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,,,
2025-08-16,2025,St. Gilloise,Standard,3,0,H,O,1.31,4.98,9.11,11.0,1.0,12.0,1.0,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,
2025-08-16,2025,Mechelen,Gent,1,1,D,U,1.94,3.66,3.46,3.0,11.0,2.0,11.0,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,100.0,,,,
2025-08-15,2025,Oud-Heverlee Leuven,Genk,1,2,A,O,4.98,3.97,1.62,7.0,7.0,6.0,6.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,,,
2025-08-10,2025,Standard,Genk,2,1,H,O,4.25,3.59,1.79,5.0,5.0,2.0,6.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,,,
2025-08-10,2025,RAAL La Louviere,Charleroi,1,0,H,U,3.33,3.34,2.11,2.0,4.0,4.0,3.0,2,,,,,,,,,,,,,,,,,,,,0.0,100.0,0.0,0.0,,,,
2025-08-10,2025,Antwerp,Oud-Heverlee Leuven,3,1,H,O,1.9,3.56,3.73,4.0,1.0,5.0,3.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,,,
2025-08-10,2025,Anderlecht,Waregem,2,3,A,O,1.46,4.62,5.85,7.0,6.0,6.0,5.0,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,100.0,,,,
2025-08-09,2025,Westerlo,Mechelen,0,1,A,U,2.43,3.63,2.57,2.0,3.0,8.0,5.0,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,,,,
2025-08-09,2025,Gent,St. Gilloise,2,3,A,O,4.97,4.07,1.59,6.0,8.0,5.0,10.0,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,,,,
2025-08-09,2025,Club Brugge,Cercle Brugge,2,0,H,U,1.43,4.56,6.37,5.0,2.0,9.0,5.0,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,,,,
2025-08-08,2025,St Truiden,Dender,2,0,H,U,1.85,3.67,3.83,3.0,2.0,4.0,2.0,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,,,,
2025-08-03,2025,St. Gilloise,Oud-Heverlee Leuven,5,0,H,O,1.32,5.15,8.51,10.0,0.0,4.0,7.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03,2025,Genk,Antwerp,1,1,D,U,1.58,4.15,4.98,3.0,5.0,4.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03,2025,Charleroi,St Truiden,1,1,D,U,1.98,3.54,3.47,2.0,4.0,1.0,7.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03,2025,Cercle Brugge,Anderlecht,0,2,A,U,2.94,3.33,2.32,2.0,5.0,5.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02,2025,Westerlo,Waregem,3,1,H,O,1.79,3.92,3.86,6.0,4.0,3.0,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02,2025,Standard,Dender,1,1,D,U,1.88,3.36,4.08,6.0,2.0,5.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02,2025,Gent,RAAL La Louviere,1,0,H,U,1.7,3.76,4.56,6.0,1.0,5.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-01,2025,Mechelen,Club Brugge,2,1,H,O,3.82,3.83,1.83,5.0,6.0,2.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27,2025,St Truiden,Gent,3,1,H,O,2.04,3.55,3.29,5.0,2.0,4.0,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27,2025,Oud-Heverlee Leuven,Charleroi,2,2,D,O,2.79,3.3,2.4,3.0,7.0,4.0,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27,2025,Club Brugge,Genk,2,1,H,O,1.73,3.82,4.29,4.0,10.0,8.0,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27,2025,Anderlecht,Westerlo,5,2,H,O,1.7,3.86,4.37,10.0,4.0,8.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-26,2025,Waregem,Mechelen,1,1,D,U,3.13,3.54,2.11,5.0,2.0,9.0,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-26,2025,RAAL La Louviere,Standard,0,2,A,U,2.54,3.26,2.65,2.0,4.0,5.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-26,2025,Dender,Cercle Brugge,0,0,D,U,2.79,3.39,2.37,3.0,2.0,3.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25,2025,Antwerp,St. Gilloise,1,1,D,U,3.87,3.45,1.9,4.0,8.0,2.0,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-25,2024,St. Gilloise,Gent,3,1,H,O,1.15,7.65,14.81,6.0,1.0,7.0,4.0,20,2.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,9.0,-9.0,3.0,-7.0,10.0,1.0,0.0,1.0,0.0,2.0,-2.0,68.4,10.5,26.3,31.6,7.0,11.0,13.0,9.0
2025-05-25,2024,Genk,Anderlecht,2,1,H,O,1.97,3.64,3.53,7.0,3.0,3.0,4.0,20,0.0,2.0,3.0,1.0,1.0,4.0,-3.0,5.0,3.0,2.0,-4.0,1.0,-5.0,0.0,1.0,-1.0,1.0,1.0,0.0,73.7,15.8,47.4,36.8,11.0,10.0,16.0,12.0
2025-05-25,2024,Club Brugge,Antwerp,1,1,D,U,1.24,6.25,10.25,5.0,7.0,8.0,2.0,20,2.0,2.0,1.0,0.0,5.0,4.0,1.0,2.0,0.0,2.0,3.0,4.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,68.4,15.8,31.6,26.3,29.0,11.0,12.0,10.0
2025-05-24,2024,Westerlo,Standard,0,0,D,U,1.63,4.21,4.6,4.0,1.0,8.0,6.0,20,1.0,0.0,0.0,0.0,8.0,2.0,6.0,6.0,2.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,36.8,26.3,15.8,42.1,19.0,7.0,18.0,8.0
2025-05-24,2024,Dender,Mechelen,2,2,D,O,3.24,3.76,2.03,6.0,3.0,7.0,0.0,20,2.0,1.0,0.0,1.0,8.0,4.0,4.0,2.0,6.0,-4.0,6.0,-2.0,8.0,1.0,0.0,1.0,0.0,1.0,-1.0,36.8,31.6,26.3,47.4,16.0,14.0,9.0,14.0
2025-05-24,2024,Charleroi,Oud-Heverlee Leuven,2,1,H,O,1.6,4.14,5.0,3.0,5.0,4.0,6.0,20,3.0,1.0,0.0,1.0,11.0,2.0,9.0,4.0,6.0,-2.0,7.0,-4.0,11.0,2.0,0.0,2.0,0.0,1.0,-1.0,52.6,26.3,10.5,47.4,22.0,5.0,18.0,13.0
2025-05-18,2024,Mechelen,Charleroi,1,1,D,U,2.29,3.61,2.83,6.0,5.0,10.0,3.0,20,0.0,1.0,1.0,1.0,3.0,4.0,-1.0,4.0,4.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,26.3,26.3,47.4,14.0,15.0,28.0,12.0
2025-05-18,2024,Gent,Genk,1,4,A,O,3.73,3.84,1.86,3.0,5.0,7.0,2.0,20,0.0,0.0,3.0,2.0,0.0,1.0,-1.0,9.0,3.0,6.0,-9.0,-2.0,-7.0,0.0,0.0,0.0,2.0,0.0,2.0,36.8,42.1,47.4,31.6,13.0,7.0,9.0,12.0
2025-05-18,2024,Anderlecht,Club Brugge,1,3,A,O,4.53,3.9,1.7,6.0,6.0,6.0,4.0,20,1.0,2.0,1.0,0.0,5.0,7.0,-2.0,1.0,0.0,1.0,4.0,7.0,-3.0,1.0,2.0,-1.0,0.0,0.0,0.0,47.4,31.6,52.6,15.8,12.0,15.0,13.0,13.0
2025-05-17,2024,Standard,Dender,0,0,D,U,2.27,3.5,2.93,1.0,0.0,5.0,4.0,20,0.0,0.0,2.0,2.0,1.0,7.0,-6.0,3.0,12.0,-9.0,-2.0,-5.0,3.0,0.0,0.0,0.0,0.0,2.0,-2.0,36.8,31.6,21.1,57.9,12.0,15.0,16.0,12.0
2025-05-17,2024,Antwerp,St. Gilloise,0,4,A,O,4.47,3.79,1.73,3.0,7.0,1.0,2.0,20,0.0,3.0,2.0,0.0,2.0,4.0,-2.0,5.0,1.0,4.0,-3.0,3.0,-6.0,0.0,0.0,0.0,1.0,0.0,1.0,42.1,36.8,47.4,15.8,12.0,10.0,18.0,10.0
2025-05-16,2024,Oud-Heverlee Leuven,Westerlo,0,2,A,U,2.42,3.7,2.63,0.0,5.0,9.0,11.0,20,0.0,1.0,1.0,1.0,6.0,7.0,-1.0,7.0,7.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,10.5,26.3,52.6,11.0,16.0,16.0,17.0
2025-05-11,2024,Gent,Antwerp,0,3,A,O,2.56,3.52,2.56,6.0,3.0,4.0,5.0,19,0.0,1.0,3.0,1.0,0.0,2.0,-2.0,9.0,5.0,4.0,-9.0,-3.0,-6.0,0.0,0.0,0.0,2.0,1.0,1.0,38.9,38.9,27.8,27.8,10.0,10.0,9.0,9.0
2025-05-11,2024,Genk,Club Brugge,0,2,A,U,3.4,3.66,2.01,3.0,3.0,5.0,3.0,19,1.0,2.0,2.0,0.0,5.0,8.0,-3.0,3.0,2.0,1.0,2.0,6.0,-4.0,1.0,1.0,0.0,0.0,0.0,0.0,77.8,11.1,50.0,16.7,16.0,20.0,15.0,14.0
2025-05-11,2024,Dender,Oud-Heverlee Leuven,5,0,H,O,2.39,3.44,2.79,7.0,2.0,3.0,5.0,19,2.0,1.0,0.0,0.0,4.0,4.0,0.0,2.0,3.0,-1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,11.1,44.4,19.0,8.0,14.0,18.0
2025-05-10,2024,Mechelen,Standard,0,0,D,U,1.73,3.86,4.32,2.0,2.0,13.0,1.0,19,1.0,0.0,1.0,1.0,8.0,2.0,6.0,6.0,3.0,3.0,2.0,-1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,38.9,27.8,16.7,44.4,22.0,6.0,19.0,9.0
2025-05-10,2024,Kortrijk,St Truiden,2,2,D,O,3.07,3.52,2.19,6.0,7.0,3.0,7.0,18,2.0,1.0,0.0,2.0,7.0,4.0,3.0,4.0,6.0,-2.0,3.0,-2.0,5.0,1.0,0.0,1.0,0.0,1.0,-1.0,35.3,47.1,17.6,64.7,13.0,17.0,16.0,14.0
2025-05-10,2024,Beerschot VA,Cercle Brugge,4,2,H,O,5.23,4.34,1.56,7.0,7.0,5.0,9.0,18,1.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,8.0,-5.0,0.0,-5.0,5.0,1.0,0.0,1.0,0.0,2.0,-2.0,23.5,35.3,11.8,52.9,4.0,12.0,7.0,15.0
2025-05-10,2024,Anderlecht,St. Gilloise,0,1,A,U,3.39,3.23,2.17,2.0,3.0,2.0,4.0,19,1.0,3.0,1.0,0.0,6.0,6.0,0.0,2.0,1.0,1.0,4.0,5.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,27.8,44.4,16.7,14.0,12.0,15.0,11.0
2025-05-09,2024,Charleroi,Westerlo,4,3,H,O,1.68,4.26,4.33,8.0,6.0,4.0,7.0,19,3.0,1.0,0.0,1.0,8.0,4.0,4.0,1.0,4.0,-3.0,7.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,50.0,27.8,27.8,50.0,17.0,13.0,17.0,18.0
2025-05-04,2024,Standard,Charleroi,0,1,A,U,3.2,3.23,2.25,5.0,4.0,5.0,5.0,19,0.0,0.0,1.0,1.0,3.0,3.0,0.0,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,27.8,22.2,50.0,10.0,16.0,19.0,15.0
2025-05-04,2024,St Truiden,Beerschot VA,2,1,H,O,1.44,4.59,6.4,4.0,3.0,6.0,1.0,18,2.0,0.0,1.0,3.0,5.0,3.0,2.0,4.0,7.0,-3.0,1.0,-4.0,5.0,2.0,0.0,2.0,1.0,1.0,0.0,35.3,23.5,0.0,88.2,18.0,10.0,13.0,14.0
2025-05-03,2024,St. Gilloise,Genk,1,0,H,U,1.89,3.74,3.72,4.0,1.0,4.0,2.0,19,2.0,1.0,0.0,1.0,7.0,3.0,4.0,1.0,3.0,-2.0,6.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,66.7,11.1,50.0,27.8,12.0,11.0,14.0,13.0
2025-05-03,2024,Oud-Heverlee Leuven,Mechelen,1,2,A,O,2.62,3.4,2.56,3.0,4.0,6.0,5.0,19,0.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,7.0,-2.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,38.9,5.6,22.2,50.0,9.0,14.0,14.0,14.0
2025-05-03,2024,Cercle Brugge,Kortrijk,0,2,A,U,1.87,3.62,3.9,4.0,4.0,7.0,2.0,18,2.0,2.0,1.0,1.0,6.0,5.0,1.0,5.0,3.0,2.0,1.0,2.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,41.2,23.5,17.6,64.7,17.0,9.0,20.0,13.0
2025-05-02,2024,Westerlo,Dender,4,2,H,O,1.6,4.35,4.79,6.0,4.0,8.0,5.0,19,0.0,0.0,0.0,2.0,6.0,7.0,-1.0,6.0,13.0,-7.0,0.0,-6.0,6.0,0.0,0.0,0.0,0.0,2.0,-2.0,33.3,27.8,22.2,55.6,18.0,15.0,16.0,8.0
2025-05-01,2024,Club Brugge,Gent,4,1,H,O,1.26,5.95,9.83,16.0,4.0,9.0,3.0,19,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,9.0,-8.0,2.0,-8.0,10.0,1.0,0.0,1.0,0.0,2.0,-2.0,66.7,16.7,27.8,27.8,22.0,10.0,10.0,11.0
2025-05-01,2024,Antwerp,Anderlecht,1,3,A,O,2.68,3.46,2.48,3.0,5.0,9.0,2.0,19,0.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,4.0,1.0,-2.0,-3.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0,44.4,33.3,44.4,38.9,13.0,5.0,11.0,12.0
2025-04-27,2024,St. Gilloise,Club Brugge,0,0,D,U,2.51,3.15,2.88,0.0,3.0,5.0,5.0,18,3.0,3.0,0.0,0.0,10.0,11.0,-1.0,1.0,3.0,-2.0,9.0,8.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,70.6,11.8,52.9,17.6,15.0,22.0,10.0,13.0
2025-04-27,2024,Gent,Anderlecht,0,1,A,U,2.95,3.1,2.49,7.0,4.0,2.0,9.0,18,0.0,0.0,3.0,3.0,1.0,0.0,1.0,10.0,6.0,4.0,-9.0,-6.0,-3.0,0.0,0.0,0.0,2.0,3.0,-1.0,41.2,35.3,41.2,41.2,5.0,3.0,11.0,12.0
2025-04-27,2024,Genk,Antwerp,0,1,A,U,1.56,4.38,5.18,5.0,3.0,6.0,1.0,18,2.0,0.0,1.0,1.0,7.0,1.0,6.0,3.0,5.0,-2.0,4.0,-4.0,8.0,1.0,0.0,1.0,0.0,1.0,-1.0,82.4,5.9,23.5,29.4,18.0,9.0,13.0,11.0
2025-04-26,2024,Westerlo,Mechelen,2,2,D,O,2.33,3.64,2.77,7.0,3.0,4.0,4.0,18,1.0,1.0,0.0,1.0,6.0,3.0,3.0,4.0,5.0,-1.0,2.0,-2.0,4.0,1.0,0.0,1.0,0.0,1.0,-1.0,35.3,29.4,23.5,52.9,15.0,17.0,19.0,13.0
2025-04-26,2024,Oud-Heverlee Leuven,Standard,1,1,D,U,2.06,3.33,3.58,3.0,1.0,3.0,2.0,18,1.0,0.0,0.0,2.0,7.0,1.0,6.0,6.0,5.0,1.0,1.0,-4.0,5.0,0.0,0.0,0.0,0.0,1.0,-1.0,41.2,5.9,17.6,47.1,10.0,7.0,16.0,11.0
2025-04-26,2024,Charleroi,Dender,4,1,H,O,1.63,4.02,4.91,7.0,4.0,9.0,3.0,18,2.0,0.0,1.0,2.0,4.0,7.0,-3.0,1.0,11.0,-10.0,3.0,-4.0,7.0,1.0,0.0,1.0,0.0,1.0,-1.0,47.1,29.4,23.5,52.9,12.0,18.0,14.0,10.0
2025-04-26,2024,Cercle Brugge,St Truiden,3,1,H,O,2.04,3.5,3.44,6.0,3.0,3.0,3.0,17,1.0,1.0,1.0,1.0,3.0,4.0,-1.0,4.0,4.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,37.5,25.0,18.8,62.5,15.0,17.0,19.0,11.0
2025-04-25,2024,Beerschot VA,Kortrijk,2,0,H,U,3.89,3.67,1.88,2.0,3.0,1.0,9.0,17,1.0,2.0,2.0,1.0,2.0,7.0,-5.0,3.0,5.0,-2.0,-1.0,2.0,-3.0,0.0,1.0,-1.0,0.0,1.0,-1.0,18.8,37.5,18.8,62.5,7.0,14.0,10.0,8.0
2025-04-24,2024,Club Brugge,St. Gilloise,0,1,A,U,1.9,3.67,3.8,3.0,3.0,2.0,2.0,18,3.0,2.0,0.0,1.0,7.0,6.0,1.0,2.0,3.0,-1.0,5.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,70.6,11.8,41.2,17.6,31.0,12.0,10.0,14.0
2025-04-23,2024,Antwerp,Genk,1,1,D,U,3.18,3.57,2.12,5.0,3.0,5.0,4.0,18,0.0,2.0,3.0,1.0,2.0,3.0,-1.0,5.0,2.0,3.0,-3.0,1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1,35.3,52.9,29.4,14.0,13.0,14.0,15.0
2025-04-23,2024,Anderlecht,Gent,5,0,H,O,1.86,3.62,3.94,6.0,0.0,4.0,4.0,18,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,-2.0,2.0,-2.0,4.0,1.0,0.0,1.0,0.0,1.0,-1.0,47.1,29.4,29.4,23.5,15.0,15.0,18.0,11.0
2025-04-22,2024,Standard,Oud-Heverlee Leuven,0,1,A,U,2.22,3.18,3.34,3.0,2.0,4.0,5.0,18,0.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,5.0,-2.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,41.2,23.5,5.9,47.1,11.0,8.0,20.0,17.0
2025-04-22,2024,Mechelen,Westerlo,2,3,A,O,1.66,4.31,4.35,6.0,7.0,7.0,5.0,18,2.0,1.0,0.0,1.0,8.0,3.0,5.0,4.0,3.0,1.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,41.2,23.5,23.5,52.9,21.0,10.0,17.0,17.0
2025-04-22,2024,Dender,Charleroi,2,1,H,O,3.14,3.42,2.21,4.0,7.0,3.0,6.0,18,1.0,0.0,1.0,1.0,2.0,4.0,-2.0,2.0,6.0,-4.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,29.4,35.3,23.5,47.1,17.0,13.0,13.0,12.0
2025-04-20,2024,Gent,Club Brugge,0,5,A,O,4.91,4.19,1.61,0.0,9.0,3.0,5.0,17,0.0,2.0,2.0,0.0,2.0,7.0,-5.0,6.0,4.0,2.0,-4.0,3.0,-7.0,0.0,1.0,-1.0,1.0,0.0,1.0,43.8,31.2,50.0,18.8,11.0,15.0,14.0,15.0
2025-04-20,2024,Genk,St. Gilloise,1,2,A,O,2.44,3.45,2.73,3.0,4.0,5.0,4.0,17,2.0,2.0,0.0,1.0,6.0,6.0,0.0,1.0,2.0,-1.0,5.0,4.0,1.0,1.0,2.0,-1.0,0.0,0.0,0.0,87.5,0.0,37.5,18.8,18.0,13.0,15.0,12.0
2025-04-20,2024,Anderlecht,Antwerp,0,0,D,U,1.86,3.59,4.03,4.0,5.0,7.0,4.0,17,1.0,0.0,2.0,1.0,4.0,1.0,3.0,4.0,5.0,-1.0,0.0,-4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,50.0,31.2,25.0,31.2,15.0,8.0,18.0,12.0
2025-04-19,2024,Standard,Westerlo,1,1,D,U,2.41,3.37,2.81,4.0,3.0,7.0,5.0,17,0.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,43.8,25.0,25.0,56.2,11.0,10.0,16.0,21.0
2025-04-19,2024,Oud-Heverlee Leuven,Dender,4,4,D,O,2.05,3.39,3.53,5.0,7.0,7.0,4.0,17,1.0,0.0,0.0,3.0,3.0,4.0,-1.0,2.0,11.0,-9.0,1.0,-7.0,8.0,0.0,0.0,0.0,0.0,2.0,-2.0,43.8,6.2,25.0,56.2,7.0,13.0,11.0,11.0
2025-04-19,2024,Charleroi,Mechelen,3,0,H,O,2.17,3.4,3.2,7.0,7.0,5.0,5.0,17,1.0,1.0,1.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,31.2,25.0,50.0,11.0,15.0,12.0,17.0
2025-04-13,2024,Mechelen,Oud-Heverlee Leuven,1,1,D,U,1.73,3.81,4.45,6.0,1.0,8.0,3.0,17,2.0,0.0,0.0,1.0,8.0,4.0,4.0,4.0,6.0,-2.0,4.0,-2.0,6.0,1.0,0.0,1.0,0.0,1.0,-1.0,43.8,25.0,6.2,50.0,16.0,12.0,13.0,18.0
2025-04-13,2024,Dender,Standard,1,1,D,U,2.29,3.22,3.14,5.0,4.0,3.0,5.0,17,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,1.0,5.0,-4.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,31.2,37.5,18.8,50.0,13.0,6.0,11.0,14.0
2025-04-13,2024,Club Brugge,Genk,1,0,H,U,1.76,3.88,4.16,10.0,3.0,1.0,6.0,17,2.0,2.0,1.0,0.0,7.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,68.8,12.5,56.2,25.0,27.0,14.0,16.0,13.0
2025-04-13,2024,Antwerp,Gent,0,1,A,U,2.06,3.62,3.24,4.0,7.0,4.0,2.0,17,0.0,1.0,2.0,1.0,4.0,1.0,3.0,6.0,4.0,2.0,-2.0,-3.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,50.0,31.2,25.0,25.0,18.0,11.0,17.0,14.0
2025-04-12,2024,St. Gilloise,Anderlecht,2,0,H,U,1.6,3.97,5.33,3.0,1.0,4.0,1.0,17,3.0,1.0,0.0,2.0,12.0,2.0,10.0,2.0,4.0,-2.0,10.0,-2.0,12.0,3.0,1.0,2.0,0.0,2.0,-2.0,68.8,12.5,43.8,37.5,27.0,5.0,8.0,15.0
2025-04-12,2024,St Truiden,Cercle Brugge,3,1,H,O,2.43,3.07,3.04,7.0,3.0,5.0,4.0,17,2.0,0.0,1.0,1.0,6.0,3.0,3.0,5.0,6.0,-1.0,1.0,-3.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,31.2,25.0,12.5,50.0,17.0,12.0,11.0,14.0
2025-04-12,2024,Kortrijk,Beerschot VA,3,2,H,O,1.57,4.13,5.37,5.0,4.0,9.0,0.0,17,1.0,0.0,0.0,2.0,5.0,1.0,4.0,3.0,4.0,-1.0,2.0,-3.0,5.0,1.0,0.0,1.0,0.0,1.0,-1.0,31.2,50.0,0.0,87.5,12.0,8.0,12.0,23.0
2025-04-11,2024,Westerlo,Charleroi,2,2,D,O,2.85,3.52,2.33,6.0,4.0,6.0,1.0,17,1.0,1.0,1.0,1.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,37.5,31.2,25.0,50.0,11.0,13.0,15.0,20.0
2025-04-06,2024,St Truiden,Kortrijk,0,3,A,O,1.91,3.56,3.83,5.0,3.0,4.0,1.0,16,2.0,1.0,0.0,2.0,8.0,5.0,3.0,4.0,7.0,-3.0,4.0,-2.0,6.0,2.0,0.0,2.0,0.0,1.0,-1.0,33.3,20.0,13.3,66.7,16.0,14.0,10.0,12.0
2025-04-06,2024,Charleroi,Standard,1,0,H,U,1.85,3.48,4.2,3.0,1.0,3.0,2.0,16,0.0,1.0,2.0,2.0,1.0,4.0,-3.0,3.0,8.0,-5.0,-2.0,-4.0,2.0,0.0,0.0,0.0,0.0,2.0,-2.0,40.0,33.3,20.0,46.7,12.0,7.0,12.0,16.0
2025-04-06,2024,Antwerp,Club Brugge,2,3,A,O,4.57,3.88,1.71,4.0,8.0,2.0,4.0,16,1.0,1.0,1.0,0.0,4.0,6.0,-2.0,4.0,4.0,0.0,0.0,2.0,-2.0,0.0,1.0,-1.0,0.0,0.0,0.0,53.3,26.7,46.7,20.0,22.0,15.0,19.0,25.0
2025-04-06,2024,Anderlecht,Genk,1,2,A,O,2.9,3.3,2.42,4.0,5.0,4.0,3.0,16,2.0,2.0,1.0,0.0,5.0,4.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,53.3,26.7,53.3,26.7,16.0,13.0,23.0,14.0
